場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
新北市林口區衛生所,新北市,林口區,菁湖里,忠孝2路,,,55號,1樓,02-26068760,週一至週五08:00-17:00,向櫃台借用(會給使用中的牌子),依法設置
新北市政府市場處林口區麗林公有零售市場,新北市,林口區,麗林里,公園路,,,59號,1樓,02-26007138,週一至週日08:00-23:00,向全聯人員告知後借用,依法設置
林口麗林公共托育中心,新北市,林口區,麗林里,公園路,,,59號,2樓,02-26083659,"1.週一至週五07:30-18:30
2.週六09:00-16:30
3.週日08:00-10:00",向櫃台借用,依法設置
泰山幼獅公共托育中心,新北市,泰山區,全興里,全興路,,,212號,3樓,02-22960028,週一至週五08:00-17:00,由櫃檯人員引導,依法設置
新北市政府市場處泰山區泰山公有零售市場,新北市,泰山區,全興里,全興路,,,212號,1樓,02-29604000,週二至週日06:00-13:00,由市場人員引導使用,依法設置
新北市泰山區衛生所,新北市,泰山區,全興里,全興路,,,212號,3樓,02-29099921,週一至週五08:00-17:00,開放非門診時段給需要的民眾,依法設置
新北市立圖書館泰山分館,新北市,泰山區,全興里,全興路,,,212號,5樓,02-29091727,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",洽櫃檯,依法設置
泰山體育場,新北市,泰山區,同榮里,公園路,,,54號,1樓,02-22969000,週一至週日08:00-23:00,每天定時清潔，至大廳櫃檯請值班人員開門,依法設置
新北市泰山區公所,新北市,泰山區,同榮里,明志路,1段,,322號,1樓,02-29099551,週一至週五08:30-17:00,向本所人員洽詢,依法設置
泰山同榮公共托育中心,新北市,泰山區,同興里,明志路,1段,,427號,2-3樓,02-22966939,1.週一至週六09:00-17:00 2.週日09:00-12:00,預約制（事先向親子館電洽）,依法設置
新北市立圖書館泰山貴子分館,新北市,泰山區,貴子里,工專路,,,22號,3樓,02-29041923,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,開放式櫃檯登記,依法設置
新北市立圖書館泰山親子閱覽室,新北市,泰山區,楓樹里,楓江路,,26巷,26號,3樓,02-85316258,週二至週日09:00-17:00,櫃檯登記,依法設置
泰山國民運動中心,新北市,泰山區,福興里,全興路,,,167號,1樓,02-22968860,週一至週日06:00-22:00,一樓櫃檯登記得使用,依法設置
淡水淡海公共托育中心,新北市,淡水區,大庄里,淡海路,,,111號,2樓,02-28056620,"1.週二至週五07:30-18:00
2.週六09:00~16:00 3.週日09:00-12:00",請洽詢櫃台,依法設置
新北大眾捷運股份有限公司(淡海輕軌-紅樹林站),新北市,淡水區,八勢里,中正東路,2段,,68號,1樓,新北捷運客服專線02-28059877,週一至週日06:00-24:00,1樓旅客詢問處與女廁之間，請洽旅客詢問處使用,依法設置
"新北市立淡水古蹟博物館
(紅毛城)",新北市,淡水區,油車里,中正路,,28巷,1號,1樓,02-26212830,"1.週一至週五09:30-17:30
2.週六至週日、國定假日09:30-18:00",自由使用,依法設置
新北市淡水區水碓市民活動中心,新北市,淡水區,水碓里,中山北路,1段,,158號,3樓,02-26297466,"1.週二至週六08:00-21:00
2.週日至週一08:00-17:00",請至1樓櫃台登記使用,依法設置
台灣自來水公司第一區管理處淡水營運所,新北市,淡水區,北新里,淡金路,1段,,497號,3樓,02-2621-2267,週一至週五08:00-17:00,自由使用,依法設置
新北市立圖書館淡水竹圍分館,新北市,淡水區,民生里,民生路,,,27號,"
4樓",02-28097442,週一至週日08:30-21:00,至櫃台登記，專人引導使用,依法設置
新北市政府市場處淡水區中正公有零售市場,新北市,淡水區,民安里,中正路,,,115號,1樓,02-26219669,週一至週日11:00-20:00(週四公休）,採自由登記使用,依法設置
"新北市立淡水古蹟博物館
(藝術工坊)",新北市,淡水區,民安里,中正路,,,298號,3樓,02-26212830,週一至週五09:30-17:30,自由使用,依法設置
福容大飯店股份有限公司-淡水漁人碼頭分公司,新北市,淡水區,沙崙里,觀海路,,,83號,3樓,02-2805-9958#8178,24小時,3樓女廁對面/員工專用室旁，開放自由使用,依法設置
"新北市立淡水古蹟博物館
(滬水一方)",新北市,淡水區,沙崙里,觀海路,,,91號,5樓,02-28050308,"1.週一至週日11:00-17:00 
2.除夕、大年初一、每月第一週星期一休館",自由使用,依法設置
新北市淡水區衛生所,新北市,淡水區,協元里,中山路,,,158號,1樓,02-26215620#315,週一至週五08:00-17:00,儲藏室旁，開放自由使用,依法設置
新北市立淡水古蹟博物館(滬尾礮臺),新北市,淡水區,油車里,中正路,1段,6巷,34號,1樓,02-26212830,週一至週日09:30-18:00,自由使用,依法設置
新北市淡水戶政事務所,新北市,淡水區,崁頂里,中山北路,2段,,375號,2樓,02-26232830,週一至週五08:00-17:30,請洽服務台,依法設置
淡水國民運動中心,新北市,淡水區,崁頂里,中山北路,2段,381巷,2號,1樓,02-26261891,週一至週日06:00-22:00,親子化妝室旁，洽1樓服務台登記使用,依法設置
家樂福淡新店,新北市,淡水區,崁頂里,中山北路,2段,,383號,2樓,02-86318880,週一至週日09:00-23:00,3樓下2樓手扶梯前，開放自由使用,依法設置
新北市淡水區公所,新北市,淡水區,崁頂里,中山北路,2段,,375號,7樓,02-26221020,週一至週五08:00-18:00,洽1樓服務台登記使用,依法設置
新北市立圖書館淡水分館,新北市,淡水區,新生里,文化路,,,65號,3樓,02-26224664,"1.週二至週六08:30至21:00
2.週日至週一08:30至17:00",,依法設置
新北市政府稅捐稽徵處淡水分處,新北市,淡水區,崁頂里,中山北路,2段,,375號,3樓,02-26212001,週一至週五08:00-18:00,請至服務櫃台登錄,依法設置
新北市淡水地政事務所,新北市,淡水區,崁頂里,中山北路,2段,,375號,5樓,02-26219645,週一至週五08:00-17:30,開放自由使永,依法設置
新北市政府警察局淡水分局,新北市,淡水區,新生里,中正路,,,229號,3樓,02-26227583,週一至週五08:00-17:00,洽服務台專人帶領使用,依法設置
淡水新興公共托育中心,新北市,淡水區,新義里,大義街,,,18號,2樓,02-26259966,"週一至週日9:00-12:00、14:00-16:20
週日下午休館",二樓親子館入口處，開放登記使用,依法設置
中興活動中心,新北市,淡水區,學府里,水源街,1段,,29號,3樓,02-26202235,週二至週六08:30-21:00,洽1樓服務台借用,依法設置
新北市立圖書館新店分館,新北市,新店區,大同里,北新路,3段,105巷,2號,3樓,02-29183181,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00
(國定假日休館，每月最後一週的星期四不對外開放)",請服務人員開門並填寫登記表,依法設置
新北市新店區大豐社福館,新北市,新店區,大豐里,民族路,,,110號,3樓,02-22185001,週二至週日09:00-17:00,由服務人員引導開門,依法設置
新北大眾捷運股份有限公司(環狀線-十四張站）,新北市,新店區,中山里,民權路,,,282號,2樓,02-28059877,週一至週日08:00-24:00,由服務人員引導開門,依法設置
新北市政府市場處新店區中央公有零售市場,新北市,新店區,中央里,中央五街,,,60號,2樓,02-86462351,週一至週六09:00-12:00、13:00-17:00,由管理人員引導開門,依法設置
新北市立圖書館新店三民圖書閱覽室,新北市,新店區,中正里,三民路,,,20-2號,2樓,02-29108542,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00
(國定假日休館，每月最後一週的星期四不對外開放)",自由使用,依法設置
新北市新店地政事務所,新北市,新店區,中興里,北新路,1段,,86號,13樓,02-29172969,週一至週五08:30-17:30,由服務人員引導開門,依法設置
新北市新店戶政事務所,新北市,新店區,中興里,北新路,1段,,86號,11樓,02-29147675,週一至週五08:00-17:30,由服務人員引導開門,依法設置
新北市政府稅捐稽徵處新店分處,新北市,新店區,中興里,北新路,1段,,86號,17樓,02-89148832,週一至週五08:00-18:00,由服務人員引導開門,依法設置
新店國民運動中心,新北市,新店區,中興里,北新路,1段,88巷,12號,1樓,02-66371800,週一至週日06:00-22:00,由服務人員引導開門,依法設置
新北市政府警察局新店分局,新北市,新店區,中興里,北新路,1段,,86號,2樓,02-29141799,週一至週五09:00-17:00,由服務人員引導開門,依法設置
新北市新店區公所,新北市,新店區,中興里,北新路,1段,,86號,9樓,02-29112281,週一至週五08:30-17:30,由8樓服務人員引導開門,依法設置
新店文史館,新北市,新店區,五峯里,北新路,1段,,92號,1樓,02-29115534,週三至週日08:30-17:00,自由使用,依法設置
新北市新店區衛生所,新北市,新店區,中興里,北新路,1段,,86號,12樓,"02-29113984
",週一至週五08:00-17:00,自由使用,依法設置
新店安康公共托育中心,新北市,新店區,公崙里,安康路,2段,,120號,2樓,02-86662789,週一至週六09:00-17:00 週日09:00-12:00,由服務人員引導開門,依法設置
新北市政府市場處新店區安康公有零售市場(全聯管理),新北市,新店區,公崙里,安康路,2段,,120號,1樓,02-22765006#1014,週一至週日08:00-23:00,由服務人員引導開門,依法設置
新北市新店戶政事務所安康辦事處,新北市,新店區,公崙里,安康路,2段,,120號,3樓,02-22116931,週一至週五08:00-17:30,自由使用,依法設置
新店北新公共托育中心,新北市,新店區,北新里,寶橋路,,,8號,2樓,02-29132289,"1.週一至週五08:00-17:00
2.週六至週日09:00-16:30
3.午休12:00-13:30不開放",自由使用,依法設置
新店新和公共托育中心,新北市,新店區,永安里,安和路,3段,,100號,3樓,02-8660995,"1.週一至週五09:30-17:00
2.週六09:30-16:30
3.週日09:30-12:00",自由使用,依法設置
新店央北二路公共托育中心,新北市,新店區,和平里,央北二路,,,400號,1樓,02-22180355,週一至週五08:00-17:00,自由使用,依法設置
新店郵局,新北市,新店區,明德里,北新路,2段,,177號,2樓,02-29111249,1.週一至週五08:00-17:00 2.週六09:00-12:00,由服務人員引導開門,依法設置
新店青潭公共托育中心,新北市,新店區,美潭里,北宜路,2段,,80號,1樓,02-22171215,"1.週一至週五08:00-17:00
2.週六08:30-12:00、13:30-16:30 
3.週日9:00-12:00",自由使用,依法設置
新店柴埕公共托育中心,新北市,新店區,柴埕里,安民街,,,79號,1樓,02-86669801,"1.週一至週五08:00-18:00(12:00-13:30休息)
2.週六至週日09:00-16:30(12:00-13:30休息)",自由使用並填寫使用登記表,依法設置
新北市立圖書館新店柴埕圖書閱覽室,新北市,新店區,柴埕里,安民街,,,79號,3樓,02-22127938,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00
(每月最後一週的週四休館)",自由使用,依法設置
大潤發碧潭店,新北市,新店區,新生里,環河路,,,22號,B1,02-89122188,週一至週日08:00-23:00,自由使用,依法設置
臺北大眾捷運股份有限公司(新店線-七張站）,新北市,新店區,新安里,北新路,2段,,150號,1樓,02-25363001,週一至週日06:00-24:00,請服務人員引導開門,依法設置
新北市立圖書館青少年圖書館,新北市,新店區,德安里,安康路,2段,,151號,4樓,02-22128905,1.週二至週六08:30-21:00 2.週日至週一08:30-17:00,請服務人員開門並填寫登記表,依法設置
新北市立圖書館新店龜山圖書閱覽室,新北市,新店區,龜山里,新烏路,3段,,136號,1樓,02-29144854,週三至週日08:30-17:00,自由使用,依法設置
臺北翡翠水庫管理局,新北市,新店區,龜山里,新烏路,3段,,43號,2樓,02-26667811,週一至週五08:00-17:00,自由使用,依法設置
新北大眾捷運股份有限公司(環狀線-大坪林站),新北市,新店區,寶安里,民權路,,,5-2號,B1,02-28059877,週一至週日06:00-24:00,由服務人員引導開門,依法設置
新店寶高智慧產業園區,新北市,新店區,寶福里,寶高路,,,30號,2樓,02-29100320#17,週一至週日08:30-17:30,由服務人員引導開門,依法設置
家樂福新店店,新北市,新店區,寶興里,中興路,3段,,1號,3樓,02-89193333,週一至週日00:00-24:00,自由使用,依法設置
誠品生活新店,新北市,新店區,寶福里,中興路,3段,,70號,3樓,02-29189888,"1.週日至週四11:00-21:30
2.週五、週六及假日前一天11:00-22:00",自由使用,依法設置
宏匯廣場                       ,新北市,新莊區,中原里,新北大道,4段,,3號,5樓,02-85128366,"1.週日至週四11:00-21:30
2.週五至週六11:00-22:00",自由使用,依法設置
國家電影及視聽文化中心,新北市,新莊區,中原里,文藝路,,,2號,2樓,02-85228000,週三至週日11:00-20:00,向服務台借用，工作人員引島,依法設置
新莊中港公共托育中心,新北市,新莊區,中港里,中港一街,,,142號,1樓, 02-22761115,"1.週二至週五09:00-12:00/13:00-16:30
2.週六09:00-12:00/13:00-16:30
3.週日09:00-12:00",自由使用，登記使用記錄,依法設置
新北市立圖書館新莊中港分館,新北市,新莊區,中華里,中港路,,,350號,6樓,02-29912053,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",洽5樓櫃台借鑰匙,依法設置
新莊體育館,新北市,新莊區,立德里,中華路,1段,,75號,1樓,02-29981382,週一至週五09:00-17:00或依場地借用時間開放,向警衛室借用,依法設置
新北市立圖書館新莊聯合分館,新北市,新莊區,仁愛里,自由街,,,1號,3樓,02-89924732,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",洽櫃台借鑰匙,依法設置
台灣電力公司台北西區營業處,新北市,新莊區,化成里,化成路,,,135號,1樓,02-29915511,週一至週五08:00-12:00/13:00-17:00,自由使用,依法設置
IKEA宜家家居(新莊店),新北市,新莊區,文明里,中正路,,,1號,1樓,02-22765388,週一至週日10:00-22:00,自由使用,依法設置
新北市立圖書館新莊福營分館,新北市,新莊區,四維里,四維路,,,9號,4樓,02-22037877,"1.週二至週六08:30-21:00
2.週日至週一08:30-17:00",向櫃台借用,依法設置
新莊文化藝術中心,新北市,新莊區,立基里,中平路,,,133號,3樓,02-22760182,週一至週日09:00-17:00,向服務台洽借,依法設置
新莊國民運動中心,新北市,新莊區,立德里,公園路,,,11號,1樓,02-77288898,週一至週日06:00-22:00,1樓客服櫃台借用,依法設置
新莊棒球場,新北市,新莊區,立德里,和興街,,,66號,2樓,02-66350886,辦理賽事期間對外開放,洽2樓服務台,依法設置
