場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
艾瑞克人力資源管理顧問有限公司,桃園市,桃園區,,大興西路,2段,,6號,8樓之2,03-3021595,週一至週五上午8時至下午5時,請洽服務人員,自願設置
住都飯店股份有限公司,桃園市,桃園區,,桃鶯路,,,398號,5之12樓,03-3765077,週一至週日上午8時至晚間9時,請洽服務人員,自願設置
宋俊宏婦幼醫院,桃園市,平鎮區,,民族路,,,199號,,03-4020999,門診時間上午8時至晚間10時時開放,請洽服務人員,自願設置
宏其醫療社團法人宏其婦幼醫院,桃園市,中壢區,,元化路,,,223號,,03-4618888,全年無休,請洽服務人員,自願設置
沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市,桃園區,,建新街,,,123號,,03-3613141分機2222,週一至週五上午9時至晚間8時30分,請洽服務人員,自願設置
協順工業股份有限公司,桃園市,平鎮區,,工業1路,,,19號,,03-4699966,週一至週五上午8時至下午5時,請洽服務人員,自願設置
怡仁綜合醫院,桃園市,楊梅區,,楊新北路,,321巷,30號,,03-4787733分機5695,全年無休,請洽服務人員,自願設置
承安醫院,桃園市,中壢區,,延平路,,,643號,,03-2807722,全年無休,請洽服務人員,自願設置
秉坤婦幼醫院,桃園市,平鎮區,,延平路,2段,,129號,,03-4025866分機666,週一至週六上午8時至晚間10時；週日上午8時至中午12時,請洽服務人員,自願設置
長庚醫療財團法人林口長庚紀念醫院,桃園市,龜山區,,復興街,,,5號,,03-3281200分機2055,週一至週五上午8時30至下午4時30分 ,請洽服務人員,自願設置
長庚醫療財團法人桃園長庚紀念醫院,桃園市,龜山區,,頂湖路,,,123號,,03-3613141分機2222,週一至週五上午8時至下午4時30分,請洽服務人員,自願設置
長慎醫院,桃園市,中壢區,,中山東路,2段,,525號,1之2樓,03-4569779分機196,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市八德區大安國民小學,桃園市,八德區,,和平路,,,638號,,03-3661419分機511,週一至週五上午8時至下午4時 ,請洽服務人員,自願設置
桃園市八德區戶政事務所,桃園市,八德區,興仁里,興豐路,,,2號,,03-3682851分機32,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市大園區戶政事務所,桃園市,大園區,大園里,中山北路,,,162號,,03-3862474分機218,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市大園區衛生所,桃園市,大園區,田心里,中正西路,,,19號,,03-3862024分機512,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市大溪區戶政事務所,桃園市,大溪區,,康莊路,,,181號,4樓,03-3883184 ,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市大溪區衛生所,桃園市,大溪區,,仁愛路,,,1號,,03-3882401,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市中壢區內定國民小學,桃園市,中壢區,內定里,定寧路,,,31號,,03-4524624分機313,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市中壢區自立國民小學,桃園市,中壢區,,永福路,,,1200號,,03-4559130分機510,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市中壢區新明國民小學,桃園市,中壢區,,中央西路,2段,,97號,,03-4933262分機2320,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市中壢區衛生所,桃園市,中壢區,,溪洲街,,,296號,,03-4352666,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市平鎮區東勢國民小學,桃園市,平鎮區,,平東路,1段,,185號,,03-4504034,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市平鎮區南勢國民小學,桃園市,平鎮區,南勢里,中豐路,2段,,223號,,03-4393724分機511,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市平鎮區復旦國民小學,桃園市,平鎮區,廣達里,廣平街,,,1號,,03-4917491分機311,週一至週五上午7時40分至下午3時40分,請洽服務人員,自願設置
桃園市平鎮區衛生所,桃園市,平鎮區,,振興路,,,1號,,03-4576624,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市立大成國民中學,桃園市,八德區,,忠勇街,,,12號,,03-3625633分機321,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市立大園國民中學,桃園市,大園區,南港里,,,,400號,,03-3862029,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市立大溪木藝生態博物館,桃園市,大溪區,,普濟路,,,52號,,03-3888600#211,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市立大溪國民中學,桃園市,大溪區,,民權東路,,,210號,,03-3882024分機513,週一至週五上午8時至晚間6時,請洽服務人員,自願設置
桃園市立竹圍國民中學,桃園市,大園區,沙崙里,海港路,,2巷,87號,,03-3835026分機314,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市立自強國民中學,桃園市,中壢區,,榮民路,,,80號,,03-4553494分機315,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市立會稽國民中學,桃園市,桃園區,,大興路,,,222號,,03-3551496分機313,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市立龍興國民中學,桃園市,中壢區,,龍勇路,,,100號,,03-4575200分機321,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市政府住宅發展處,桃園市,桃園區,,力行路,,,300號,,03-3324700分機2102,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市政府社會局-大溪家庭服務中心,桃園市,大溪區,,中正路,,,56號,1樓,03-3883060分機11,週一至週五上午8至下午5時30分,請洽服務人員,自願設置
桃園市政府風景區管理處,桃園市,桃園區,,公園路,,,42號,,03-3946061,週一至週日上午8時至下午5時,請洽服務人員,自願設置
桃園市政府家庭暴力暨性侵害防治中心,桃園市,桃園區,,縣府路,,,51號,6樓,03-3322111分機223,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市政府衛生局,桃園市,桃園區,,縣府路,,,55號,,03-3340935分機2532,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市政府警察局,桃園市,桃園區,,縣府路,,,3號,,03-3325495,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市政府警察局中壢分局,桃園市,中壢區,,延平路,,,607號,,03-4224631,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市政府警察局中壢分局大崙派出所,桃園市,中壢區,,崇德路,,,137號,,03-4982260,全年無休,請洽服務人員,自願設置
桃園市政府警察局中壢分局中福派出所,桃園市,中壢區,,南園2路,,,86號,,03-4523093,全年無休,請洽服務人員,自願設置
桃園市政府警察局中壢分局普仁派出所,桃園市,中壢區,,中山東路,2段,,361號,,03-4562912,全年無休,請洽服務人員,自願設置
桃園市政府警察局中壢分局興國派出所,桃園市,中壢區,,志廣路,,,38號,,03-4258325,全年無休,請洽服務人員,自願設置
桃園市政府警察局龍潭分局,桃園市,龍潭區,,干城路,,,21號,,03-4891078,全年無休,請洽服務人員,自願設置
桃園市桃園區中山國民小學,桃園市,桃園區,,國際路,1段,,1070號,,03-2203012分機620,週一至週五上午 8 時至下午4時,請洽服務人員,自願設置
桃園市桃園區中埔國民小學,桃園市,桃園區,,永安路,,,1054號,,03-3013028分機313,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市桃園區中埔國民小學附設幼兒園,桃園市,桃園區,,永安路,,,1054號,,03-3013028分機313,週一至週五上午8時至下午 4時,請洽服務人員,自願設置
桃園市桃園區衛生所,桃園市,桃園區,,國豐3街,,,123號,4樓,03-3791888分機42,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市復興區高義國民小學,桃園市,復興區,高義里,,,,28號,,03-391225分機22,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市復興區義盛國民小學,桃園市,復興區,義盛里,,,,11號,,03-3822787分機51,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市復興區衛生所,桃園市,復興區,澤仁里,中正路,,,25號,,03-3822325,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市新屋區大坡國民小學,桃園市,新屋區,大坡里,,,,5號,,03-4768311分機511,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市新屋區埔頂國民小學,桃園市,新屋區,,中華南路,2段,,50號,,03-4772240分機640,週一至週五上午7時50分至下午3時50分,請洽服務人員,自願設置
桃園市新屋區蚵間國民小學,桃園市,新屋區,後庄里,文化路,1段,,636號,,03-4768413分機31,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市新屋區衛生所,桃園市,新屋區,新屋里,中山路,,,239號,,03-4772018分機31,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市楊梅區戶政事務所,桃園市,楊梅區,,校前路,,,409號,3樓,03-4782324分機304,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市楊梅區富岡國民小學,桃園市,楊梅區,豐野里,中正路,,,147號,,03-4721193分機330,全年無休,請洽服務人員,自願設置
桃園市楊梅區瑞埔國民小學,桃園市,楊梅區,埔心里,中興路,,,133號,,03-4822018分機320,週一至週五上午8時至下午4時,請洽服務人員,自願設置
桃園市楊梅區瑞梅國民小學,桃園市,楊梅區,,三元街,,,99號,,03-4825284分機360,週一至週五上午7時50分至下午3時50分,請洽服務人員,自願設置
桃園市楊梅區衛生所,桃園市,楊梅區,永寧里,校前路,,,409號,,03-4750151,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市蘆竹區戶政事務所,桃園市,蘆竹區,,長安路,2段,,236號,4樓,03-3226227分機211,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市蘆竹區農會,桃園市,蘆竹區,南崁里,南崁路,,175巷,10號,,03-3524166分機212,週一至週五上午8時至下午5時,請洽服務人員,自願設置
桃園市觀音區衛生所,桃園市,觀音區,觀音里,觀新路,,,58號,,03-4732031分機213,週一至週五上午8時至下午5時,請洽服務人員,自願設置
國立中央大學,桃園市,中壢區,,中大路,,,300號,,03-4227151分機57777,週一至週五上午8時至晚間6時,請洽服務人員,自願設置
國立臺北商業大學平鎮校區,桃園市,桃園區,,福龍路,1段,,100號,,03-4506333分機8029,週一至週五上午8時至下午5時,請洽服務人員,自願設置
國立體育大學,桃園市,龜山區,公西里,文化1路,,,250號,,03-3283201分機1634,週一至週五上午8時至下午5時,請洽服務人員,自願設置
敏盛綜合醫院,桃園市,桃園區,,經國路,,,168號,,03-3179599分機8204,依門診時間,請洽服務人員,自願設置
笠復威斯汀股份有限公司,桃園市,大溪區,永福里,日新路,,,166號,,03-2725777分機5357,全天候開放,請洽服務人員,自願設置
陽明醫院,桃園市,平鎮區,,延平路,2段,,56號,,03-4929929,全年無休,請洽服務人員,自願設置
新生醫護管理專科學校,桃園市,龍潭區,,中豐路高平段,,,418號,,03-4117578分機351,週一至週五上午8時至下午5時,請洽服務人員,自願設置
經濟部標準檢驗局新竹分局桃園辦事處,桃園市,中壢區,,龍岡路,1段,,46號,,03-4594791,週一至週五上午8時至下午5時,請洽服務人員,自願設置
萬能學校財團法人萬能科技大學,桃園市,中壢區,水尾里,萬能路,,,1號,,03-4515811分機22101,週一至週五上午8時20分至晚間8時30分,請洽服務人員,自願設置
衛生福利部中央健康保險署北區業務組,桃園市,中壢區,,中山東路,3段,,525號,,03-4339111分機1007,週一至週五上午8時至下午5時,請洽服務人員,自願設置
聯新國際醫院,桃園市,平鎮區,,廣泰路,,,77號,,03-4941234分機2290,週一至週五上午8時30分至晚間9時30分；週六上午8時30分至中午12時30分,請洽服務人員,自願設置
大林電廠 - 台灣電力公司,高雄市,小港區,鳳林里,大林路,,,3號,,07-8711151#3630,週一至週五8:00-16:40,,自願設置
大社區衛生所,高雄市,大社區,大社里,自強街,,,7號,,07-3511774,8:00-17:30,,自願設置
大樹區育兒資源中心,高雄市,大樹區,久堂,久堂路,,,128號,,07-6525569,週一至週六 09:00–12:00/13:30–17:00,,自願設置
大樹國民中學,高雄市,大樹區,九曲,九曲路,,,500號,,07-6512026, 週一至週五 07:30–16:45,,自願設置
川益科技股份有限公司,高雄市,路竹區,,路科九路,,,6號,,07-9761688#7307 林小姐,"週一至週五
上午8點至下午5點",,自願設置
內門區衛生所,高雄市,內門區,觀亭里 ,中埔頭,,,20號,,07-6671088,8:10-12:00 13:30-17:00,,自願設置
友達光電股份有限公司高雄分公司,高雄市,路竹區,,路科三路,,,9號(南科高雄園區),,07-6955511#573600 陳小姐,"週一至週五
上午8點至下午5點",,自願設置
文藻外文大學,高雄市,三民區,鼎強里,民族一路,,,900號,,07-3426031#2242,週一至週五08:00-17:30,,自願設置
日月光半導體,高雄市,楠梓區,,經三路,,,26號,,07-3617131,24小時,,自願設置
台虹科技股份有限公司,高雄市,前鎮區,鎮北里,環區三路,,,1號,4樓,07-8139989#72306,週一至週五08:30–17:30,,自願設置
台虹科技股份有限公司,高雄市,前鎮區,鎮北里,南二路,,,3號,2樓,07-8139989#72306,,,自願設置
台塑王氏昆仲公園,高雄市,前鎮區,建隆里,中山三路,,,39號,,07-3331101#501,24小時,,自願設置
台電公司,高雄市,前鎮區,鎮北里,成功二路,,,5號,1樓,07-3367801#3612.3613,週一至週五08:00-16:30,,自願設置
台電南區營業所,高雄市,鼓山區,,鼓山二路,,,39號,,07-5519271,週一至週五08:00–12:00/13:00–17:00,,自願設置
台灣首府大學附屬機構蓮潭國際會館,高雄市,左營區,,崇德路,,,801號,,"07-3450707#6206
李先生0933632476
07-3450707轉6212",全年無休,,自願設置
台灣塑膠股份有限公司(仁武廠),高雄市,仁武區,,水管路,,,100號,,07-3711411, 24 小時營業,,自願設置
四季台安醫院,高雄市,三民區,鼎泰里,聯興路,,,157號,,07-3983000,週一至週六09:00-21:00,,自願設置
正修科技大學,高雄市,鳥松區,,澄清路,,,840號,,07-7310606#2727,,,自願設置
生安婦產科小兒科醫院,高雄市,鼓山區,,美術東二路,,,177號,,07-5223138,每日09:00–12:00/14:00–17:00/18:00–21:00,,自願設置
甲仙區衛生所,高雄市,甲仙區,和安里,中山路,,,52號,,07-6751029,週一至週五上班時間,,自願設置
光陽工業,高雄市,三民區,灣興里,灣興街,,,35號,,"07-3822526分機238/
廠護陳小姐",週一至週五08:00-17:30,,自願設置
佛陀紀念館,高雄市,大樹區,統嶺,統嶺路,,,1號,,07-6563033#4247,"週四09:00–18:00
週一至週三、週五至週六09:00–20:00",,自願設置
吳昆哲婦產小兒科醫院,高雄市,前鎮區,興東里,民權二路,,,430號,5樓,07-3319611,"週一至週六09:00–12:00/14:00–17:00/18:00–21:00
週日09:00–12:00",,自願設置
宏裕行花枝丸館,高雄市,前鎮區,仁愛里,新生路,,,240號,3樓,07-8111319#9,週一至週日09:00–18:00,,自願設置
育英醫護管理專科學校,高雄市,三民區,寶玉里,大昌二路,,420巷,15號,,07-3811765,週一至週五08:00-17:30,,自願設置
阮綜合醫療社團法人阮綜合醫院,高雄市,苓雅區,鼓中,成功一路,,,162號,,07-3351121#1317,週一至週五08:00-21:00,,自願設置
協勝發鋼鐵廠股份有限公司,高雄市,小港區,,光陽街,,,7號,,07-8021018,週一至週五8:00-17:00,,自願設置
